id,p_code,procurement,unit_price,pref_order_qty,unit_meas,mfg_lt,curr_stock
6283,RYN721875,M,841.27,472,KG,19 days,9580
6284,NEU639246,B,799.91,71,M,,5452
6285,KCK937279,M,728.01,254,LBS,21 days,1945
6286,HPG807957,M,418.21,11,M,7 days,1258
6287,TBG361257,B,582.54,158,EA,,3248
6288,VLA923931,M,33.99,138,EA,1 days,8478
6289,BJF614170,M,564.96,80,M,19 days,9951
6290,BAO455788,M,325.61,35,EA,16 days,5531
6291,BSJ712669,B,210.53,10,KG,,3815
6292,XWY916028,M,789.07,244,KG,16 days,8584
6293,YLY421837,M,547.72,411,M,20 days,2353
6294,ANN041070,M,272.2,193,LBS,22 days,246
6295,CMM963620,M,633.82,143,KG,9 days,7390
6296,TOA142903,M,445.56,345,M,7 days,9900
6297,AIA414317,M,358.72,21,FT,3 days,2424
6298,PIZ817211,M,346.43,65,LBS,8 days,8014
6299,UCC974343,M,840.84,255,EA,12 days,550
6300,MYN124713,B,543.76,19,LBS,,5638
6301,LTE627493,B,160.94,119,LBS,,8965
6302,WKY928015,M,457.68,170,EA,25 days,6365
6303,UIE562223,M,558.88,24,FT,23 days,6373
6304,PWQ662456,M,564.23,281,KG,15 days,6600
6305,BWN099210,M,271.06,196,KG,1 days,654
6306,XTU067320,B,233.44,198,FT,,6255
6307,FRJ224882,M,263.64,195,M,1 days,8289
6308,PCS960722,M,73.16,473,LBS,3 days,8078
6309,INR051703,B,452.83,233,LBS,,4070
6310,MMG028365,M,327.44,99,EA,3 days,9812
6311,SKJ993345,M,164.46,434,M,9 days,8157
6312,UPW577677,M,523.18,324,M,7 days,6603
6313,NDA612622,B,935.6,412,LBS,,9565
6314,MUZ010257,B,108.44,296,EA,,4230
6315,ACX954095,M,211.93,222,EA,7 days,1407
6316,PVV232425,M,544.96,412,M,13 days,3093
6317,AGZ613636,M,21.06,10,LBS,7 days,8137
6318,FGX707449,B,950.73,386,M,,5054
6319,NTC115829,M,655.84,67,KG,1 days,2992
6320,PLP695740,B,377.19,190,KG,,7554
6321,GAZ889648,B,210.55,123,EA,,7726
6322,ORG764426,M,918.67,395,KG,15 days,3927
6323,XUG059485,B,493.82,319,EA,,8844
6324,OXV314728,B,19.36,455,KG,,7396
6325,NCZ123228,M,256.76,235,FT,7 days,2766
6326,UFC113271,M,142.89,113,KG,6 days,5487
6327,DUZ428465,M,717.38,279,EA,8 days,5709
6328,PVB555921,M,919.06,499,FT,29 days,9330
6329,XNG101048,B,869.74,72,M,,7527
6330,YNS575944,B,54.42,355,EA,,5979
6331,DCW813028,M,186.71,89,EA,5 days,6251
6332,KIV336301,M,989.26,189,EA,1 days,7887
6333,UOH096289,B,858.98,157,LBS,,674
6334,YWF047221,M,887.42,91,FT,14 days,6611
6335,ZWR103856,B,393.32,346,M,,3356
6336,OVJ617083,B,819.78,492,FT,,9331
6337,BVA263026,M,979.99,94,M,15 days,8707
6338,OAW477882,M,807.98,112,KG,30 days,6432
6339,DHC455213,M,763.32,326,M,29 days,2633
6340,LON726270,M,780.94,367,FT,25 days,8825
6341,NYB591447,M,686.81,381,LBS,5 days,7264
6342,VXU952124,M,770.68,343,M,8 days,9294
6343,MEQ858344,M,564.53,349,LBS,13 days,3019
6344,NJN643797,B,824.08,56,LBS,,2443
6345,XDK423965,B,124.76,454,LBS,,2977
6346,KAE166723,B,736.3,221,FT,,4464
6347,BCW901470,B,333.83,322,EA,,1730
6348,NGZ923317,M,23.26,464,LBS,14 days,5515
6349,DFA710628,M,851.84,493,FT,15 days,6048
6350,AFR940988,B,174.88,241,FT,,8490
6351,BJM589402,M,658.08,349,M,7 days,7769
6352,AAD472879,B,245.71,401,LBS,,3482
6353,VBW790635,M,259.16,289,FT,16 days,604
6354,UDR782167,B,887.62,459,M,,7432
6355,ZCU573137,B,385.32,438,M,,5336
6356,MQL302805,B,958.09,335,KG,,6867
6357,TRX431332,B,172.03,419,FT,,4445
6358,LYY084827,M,689.45,443,LBS,18 days,106
6359,XFX097932,B,228.97,160,EA,,62
6360,MHA811841,M,876.21,38,EA,17 days,6387
6361,SZQ292785,M,771.53,464,LBS,30 days,8235
6362,HGF643478,M,307.56,297,LBS,2 days,7121
6363,XLM625974,M,290.46,102,FT,1 days,7304
6364,XBL358871,B,67.87,310,KG,,1236
6365,DYX745961,M,477.84,236,FT,18 days,4849
6366,TLY136297,B,900.69,180,LBS,,1751
6367,BSV598119,B,16.98,180,EA,,9573
6368,RWI570273,M,799.65,135,KG,22 days,5241
6369,TRP572561,M,235.25,111,EA,11 days,9675
6370,KFM136664,M,644.57,117,LBS,9 days,3436
6371,WKF620681,B,687.24,439,FT,,708
6372,KVP020805,M,428.67,484,FT,2 days,912
6373,CSF502514,M,528.28,151,LBS,14 days,2671
6374,VWB349249,B,782.1,68,EA,,7787
6375,FMY949382,M,523.22,470,FT,22 days,1477
6376,FUS619418,B,497.9,467,FT,,8354
6377,YJS734810,B,451.46,192,KG,,8873
6378,VME395824,M,131.8,466,FT,9 days,5493
6379,TRL567627,B,352.05,418,KG,,9620
6380,RSV684534,M,320.13,175,EA,10 days,8660
6381,JBW381847,B,71.4,356,FT,,2613
6382,HOI388869,M,336.88,149,M,22 days,1371
6383,MPJ359900,B,305.21,145,EA,,8743
6384,PZZ129709,M,592.81,221,KG,5 days,6824
6385,BGW030918,M,118.51,490,FT,2 days,8498
6386,SSL280060,M,972.92,345,EA,16 days,6686
6387,FYR985740,B,347.12,459,EA,,2323
6388,MVJ709646,B,174.32,483,M,,8524
6389,LNL432162,B,221.63,59,LBS,,6133
6390,JPV844505,B,557.28,390,LBS,,8978
6391,HFB510995,M,456.41,73,KG,16 days,3748
6392,WGX199670,B,521.56,62,LBS,,6664
6393,IHX403770,B,673.21,85,KG,,4082
6394,CSQ842463,M,304.78,400,M,21 days,6743
6395,ITL854642,B,57.48,384,KG,,1000
6396,XBH697942,M,943.76,265,FT,18 days,7649
6397,ANJ826878,M,754.9,106,FT,27 days,8555
6398,BXA781571,B,845.13,106,EA,,9653
6399,DGA873893,B,187.42,105,M,,275
6400,ISY097991,M,770.39,416,FT,26 days,7360
6401,QWP590637,B,393.54,388,FT,,9015
6402,PNW181050,B,794.32,299,LBS,,9410
6403,RNV077315,B,166.32,354,M,,5771
6404,MTH276736,M,989.56,71,M,28 days,7427
6405,EWM377402,B,149.99,40,FT,,6286
6406,EIE124283,M,915.97,166,FT,12 days,1940
6407,YXV935368,B,54.21,126,KG,,4681
6408,BJY877385,B,741.06,24,M,,4602
6409,AQB885281,M,243.85,357,KG,21 days,713
6410,RJZ433034,B,673.01,94,EA,,7155
6411,UKH045260,B,138.12,132,EA,,178
6412,GRE079580,B,777.19,319,M,,1578
6413,WVV785359,M,833.72,389,KG,1 days,7449
6414,FIG906247,M,664.57,206,EA,3 days,134
6415,IAW911398,B,559.01,444,LBS,,3723
6416,OKI667667,B,553.79,496,LBS,,4832
6417,YQH085902,M,597.98,75,LBS,29 days,1025
6418,CWS253488,B,146.83,99,M,,9032
6419,GNJ484112,B,493.2,282,KG,,2251
6420,JVU734845,M,530.98,294,M,6 days,863
6421,YUV002744,M,888.67,217,EA,30 days,2447
6422,JXW092308,B,189.65,174,EA,,2836
6423,EMJ924719,M,526.44,371,FT,5 days,2979
6424,KIY837990,B,572.33,21,LBS,,2395
6425,FEI989460,B,699.48,397,EA,,1874
6426,ALJ370657,M,805.56,314,M,12 days,2342
6427,JAK600703,M,331.03,334,LBS,12 days,9341
6428,OXV160659,M,868.35,400,M,25 days,2959
6429,YSS508982,B,869.78,119,LBS,,9759
6430,DPD834145,M,125.19,496,FT,29 days,1209
6431,OTQ001337,B,382.38,189,EA,,9169
6432,JMT304876,M,727.87,83,FT,29 days,7076
6433,HJI096810,B,511.56,169,EA,,6261
6434,HSJ298126,B,510.8,124,KG,,3522
6435,BGF104695,M,961.2,367,EA,26 days,7983
6436,QPA788454,B,489.91,356,EA,,9674
6437,KCT942346,B,476.96,61,EA,,3114
6438,PWZ105340,B,844.55,38,FT,,2423
6439,JKW085875,B,83.5,7,LBS,,7241
6440,TKY740189,B,9.08,126,EA,,4939
6441,FZA286763,M,54.52,445,FT,21 days,1438
6442,KLX829881,B,20.14,257,M,,8668
6443,KBE101480,M,975.46,32,EA,13 days,3332
6444,LRO416869,M,775.52,305,EA,9 days,9434
6445,TKR677805,B,20.79,280,FT,,199
6446,EWB724233,M,364.46,131,KG,28 days,4801
6447,HPL097746,B,518.14,41,FT,,753
6448,DJQ642544,M,8.52,420,EA,27 days,3443
6449,EKA678387,B,454.78,317,KG,,883
6450,IWU028532,M,187.99,343,EA,12 days,3420
6451,KQY886758,B,231.62,1,M,,112
6452,VLF310946,B,936.92,196,KG,,3642
6453,WLG461960,B,116.44,127,M,,1920
6454,XDV881110,B,780.14,24,LBS,,6674
6455,QQC245872,B,929.75,482,FT,,9057
6456,MRN352919,B,104.77,440,M,,9245
6457,YDW701027,M,994.49,438,M,24 days,5
6458,KJA217550,M,825.31,263,EA,16 days,4296
6459,VCZ655903,B,189.92,296,EA,,6422
6460,TMM333866,B,811.71,409,FT,,6103
6461,UJH021280,M,432.93,6,EA,30 days,2356
6462,WTM424640,B,872.11,154,EA,,1095
6463,VOR756492,M,500.67,385,FT,21 days,9299
6464,WBH549165,B,301.04,7,M,,486
6465,YHL296425,M,347.97,105,FT,9 days,331
6466,FCS252812,B,700.23,168,LBS,,5044
6467,ONB905445,B,800.86,42,LBS,,8253
6468,LSQ738293,M,563.99,433,EA,28 days,3020
6469,MJU016456,B,479.08,273,M,,7863
6470,XOX962052,M,355.05,38,M,23 days,3032
6471,WNQ531633,M,967.89,198,M,23 days,3372
6472,UOY141151,M,643.83,131,EA,7 days,5120
6473,IJH684627,B,28.77,316,FT,,4113
6474,EUV305080,M,85.58,430,FT,20 days,1148
6475,YTX282340,B,145.0,356,LBS,,2475
6476,CBN132951,B,752.53,299,EA,,5136
6477,PNR517154,M,465.74,184,EA,16 days,8293
6478,QNW672261,M,338.25,40,KG,14 days,8990
6479,SMG480143,B,494.36,466,EA,,6732
6480,NJC678086,M,396.45,58,M,15 days,3743
6481,HVA953007,M,882.86,438,EA,18 days,8038
6482,GTA597006,M,650.88,88,KG,8 days,5113
6483,OGE924509,B,967.1,472,M,,9817
6484,TLK711223,M,71.04,33,LBS,14 days,2907
6485,AGP545584,B,780.72,9,M,,5391
6486,UFU815941,B,717.57,110,M,,172
6487,JDT289741,B,83.17,341,M,,3794
6488,DYU751134,B,561.93,19,EA,,5624
6489,ZWT043923,M,832.9,31,LBS,20 days,6638
6490,LFB000350,B,177.46,296,KG,,5905
6491,OJZ968571,B,548.25,142,EA,,8263
6492,QMT470173,M,609.58,39,M,18 days,7099
6493,VYU499264,M,698.82,413,EA,24 days,8715
6494,IHO540424,M,940.34,367,LBS,15 days,6120
6495,YHE576537,M,528.05,160,KG,17 days,588
6496,CBN796120,M,393.02,228,EA,20 days,7851
6497,DVG372697,M,291.43,434,M,13 days,6454
6498,GFD843465,B,22.42,130,KG,,5040
6499,LFZ992723,M,466.2,228,M,11 days,5743
6500,ISB685643,M,884.24,261,M,24 days,5678
6501,WLR209718,B,611.8,491,FT,,59
6502,KBI780977,B,468.74,133,EA,,89
6503,QCO744007,B,948.04,155,EA,,2619
6504,XRM023440,M,913.75,344,FT,13 days,7424
6505,IKC276792,B,946.56,146,EA,,7872
6506,XSD871883,M,664.24,333,EA,22 days,9683
6507,FJH104181,B,909.34,19,EA,,6640
6508,LTP691613,B,914.48,227,LBS,,2189
6509,VTX831515,M,813.44,34,KG,25 days,7721
6510,GPY743677,B,448.94,111,M,,8393
6511,EAS600905,M,41.57,379,KG,8 days,2944
6512,IAD005229,B,419.03,232,M,,9592
6513,AJL801947,M,797.92,341,FT,28 days,5665
6514,HFQ714446,B,786.88,481,LBS,,1206
6515,TYN702831,B,328.88,111,LBS,,4011
6516,YUD537000,B,22.69,207,FT,,446
6517,JGG026132,B,134.36,199,FT,,7092
6518,LPM961831,B,971.01,208,EA,,3751
6519,ALG109003,M,833.06,340,KG,6 days,2381
6520,UUP451112,M,525.61,108,EA,26 days,1976
6521,MNH757636,B,953.94,453,M,,8800
6522,XFV730610,B,216.0,233,EA,,2192
6523,KWP795152,M,119.1,228,FT,26 days,5052
6524,JYY913039,M,610.88,342,LBS,5 days,6954
6525,SJZ253650,B,194.94,357,LBS,,9451
6526,VGQ031385,M,483.72,432,FT,11 days,9868
6527,VIF960581,M,489.32,72,FT,14 days,7155
6528,NXA893453,B,701.85,494,FT,,116
6529,VHI082767,M,973.46,494,FT,21 days,1737
6530,WZE851044,M,814.34,332,EA,29 days,9918
6531,FXE110091,B,404.35,285,M,,1290
6532,IOC374410,B,87.3,105,FT,,9363
6533,PPI566895,M,968.8,157,KG,6 days,8741
6534,FVO195564,B,423.3,227,LBS,,6608
6535,KLY488953,M,440.75,20,LBS,28 days,6771
6536,IHJ700751,M,887.12,432,EA,17 days,4343
6537,UGQ098176,M,624.45,5,LBS,20 days,4873
6538,BIB914327,B,383.74,54,EA,,4605
6539,MGN242848,M,237.2,473,M,21 days,8935
6540,RJT781218,B,713.64,127,EA,,5952
6541,EKX244236,B,439.31,303,FT,,6858
6542,TMU950511,B,103.02,337,M,,6571
6543,IAC643447,B,895.82,233,KG,,354
6544,QWN002078,B,411.95,488,FT,,1873
6545,YYX183845,B,863.19,394,EA,,6935
6546,NDQ433084,M,170.84,4,EA,22 days,9465
6547,FLA389839,B,527.2,208,LBS,,2379
6548,PYT778276,B,386.12,411,LBS,,9086
6549,SLI890880,B,620.97,251,EA,,8067
6550,DCN798563,M,711.03,306,EA,6 days,2026
6551,BHD343820,B,825.62,313,KG,,529
6552,ECB898548,M,813.59,398,EA,21 days,8984
6553,KYW796644,M,492.7,415,EA,20 days,4041
6554,ZTL590550,B,573.4,465,EA,,5827
6555,NZT662375,M,237.89,484,EA,28 days,7109
6556,NEE110226,B,669.27,446,KG,,7567
6557,AIN583788,B,693.96,392,LBS,,8027
6558,SEH791109,B,405.6,43,M,,6504
6559,FNJ207956,M,402.18,149,EA,30 days,4882
6560,IMW481526,M,430.35,176,M,8 days,2388
6561,KXR876158,M,576.6,480,FT,2 days,1017
6562,VRX212320,B,913.72,483,LBS,,7551
6563,SGG354872,B,373.56,150,M,,8874
6564,GOL274298,M,87.55,423,M,21 days,6644
6565,BOJ621406,B,305.08,173,M,,6196
6566,UBU653658,B,285.68,333,KG,,1427
6567,IMO378206,M,543.89,461,M,6 days,4355
6568,PJH668952,B,759.05,442,FT,,1297
6569,BFP372788,B,795.33,403,KG,,7153
6570,LPM398396,M,687.55,220,FT,2 days,6989
6571,EWL725523,B,393.69,10,EA,,3499
6572,FUF577154,B,404.51,173,KG,,4584
6573,QDK829222,B,391.89,184,FT,,603
6574,XFY527815,M,28.12,345,FT,5 days,6240
6575,POP552267,B,138.99,209,KG,,5319
6576,FWR829592,M,500.67,379,EA,27 days,4415
6577,QZO330212,M,764.2,43,EA,15 days,574
6578,FII345842,M,783.41,307,FT,28 days,9573
6579,EBV629311,M,454.63,369,LBS,9 days,5324
6580,MFD373529,M,682.71,301,EA,15 days,7991
6581,CVN806451,B,713.27,187,EA,,2208
6582,DQQ445566,B,720.55,76,FT,,4577
6583,CWK900891,B,621.87,39,M,,5806
6584,UGB171856,M,809.58,139,FT,5 days,4187
6585,CQI585411,B,913.57,204,EA,,3432
6586,OWF909818,B,713.21,96,M,,8338
6587,BMW575657,M,717.67,469,LBS,16 days,9383
6588,UGD368715,M,771.32,101,KG,8 days,4521
6589,FAR655220,M,402.6,39,M,25 days,8598
6590,CBB027629,M,981.43,461,M,19 days,4700
6591,KVS516845,B,49.93,409,LBS,,9587
6592,VXE219089,B,4.66,410,M,,7952
6593,KAV034941,B,941.52,331,FT,,2933
6594,OXB001821,B,236.72,444,LBS,,2298
6595,HKT509927,B,27.01,385,M,,6420
6596,DSX668467,B,138.57,383,M,,7638
6597,ONX667647,M,471.71,239,M,9 days,6320
6598,PGV656467,M,776.99,60,EA,28 days,5682
6599,AFW385590,M,744.09,350,FT,3 days,9263
6600,SKT473590,B,964.01,348,LBS,,7753
6601,IAF147795,M,299.16,286,KG,19 days,8223
6602,ZXJ591488,M,224.39,53,EA,9 days,1817
6603,INM263470,B,654.74,352,M,,5514
6604,WPK239686,B,583.48,66,FT,,5898
6605,JJX075943,B,399.97,33,FT,,2459
6606,IJJ629278,B,476.2,189,EA,,7070
6607,GBY380787,B,314.78,92,EA,,4854
6608,WDV766490,M,652.04,468,LBS,14 days,6523
6609,KBR918056,B,292.79,367,M,,6652
6610,SEM844227,B,697.23,303,FT,,482
6611,DAM899099,M,810.6,469,FT,30 days,7112
6612,MMA771617,B,293.34,331,M,,7479
6613,ZWQ670877,B,677.54,322,M,,9510
6614,EVK964220,B,305.55,352,LBS,,8236
6615,GTG044446,B,357.06,121,EA,,7521
6616,RCG561895,M,531.69,164,M,11 days,6222
6617,BTP520148,M,549.4,449,KG,4 days,1244
6618,WSH505351,B,502.38,459,M,,2918
6619,KWR978510,B,23.57,348,EA,,167
6620,VBS786900,M,444.61,404,FT,27 days,6926
6621,OHI640090,B,288.04,484,M,,3892
6622,YGE876461,M,133.04,254,M,9 days,2470
6623,XGL554776,B,761.59,127,LBS,,3266
6624,GUT109895,B,457.46,134,LBS,,5380
6625,QXV522090,M,705.92,467,M,1 days,7273
6626,UPV498535,M,394.79,62,LBS,16 days,7728
6627,PGA813133,B,880.86,79,EA,,4162
6628,FSE698439,M,343.42,100,LBS,9 days,6507
6629,RVC515382,M,509.52,12,FT,16 days,5322
6630,XKR838932,B,695.49,446,EA,,9609
6631,TMT903929,M,770.23,261,FT,3 days,3592
6632,IMY520545,M,960.68,406,EA,8 days,2134
6633,RTX679548,B,555.37,454,LBS,,6794
6634,UKY961781,M,597.56,232,FT,1 days,5047
6635,OUJ766512,B,967.75,336,KG,,7261
6636,FXB001083,B,361.22,96,EA,,1019
6637,YJA883951,B,636.19,454,LBS,,6787
6638,XUQ214134,M,704.1,65,FT,18 days,7399
6639,FGQ414460,B,449.87,278,M,,8413
6640,SCZ554874,M,851.61,50,FT,2 days,8698
6641,CFP158713,B,432.98,271,KG,,8402
6642,BPT857427,B,199.32,41,LBS,,7802
6643,TNG114530,M,76.85,372,M,15 days,1875
6644,PVD578494,M,718.23,306,M,23 days,819
6645,ZRG798859,B,841.21,407,LBS,,5065
6646,SBA765176,M,355.63,120,KG,9 days,176
6647,VXX840977,B,551.93,273,FT,,532
6648,NHF228315,B,542.35,235,LBS,,9
6649,ATV839743,B,284.68,278,EA,,7353
6650,QZL069784,B,540.59,371,M,,681
6651,KVP587465,B,246.39,336,M,,7110
6652,INR980348,M,593.21,178,EA,4 days,197
6653,WNF853354,M,154.37,399,FT,15 days,4496
6654,SCA062999,B,943.94,435,EA,,3621
6655,UWW716478,M,148.62,389,FT,7 days,315
6656,VTF855472,B,90.25,431,M,,1005
6657,FLJ244938,M,476.98,312,LBS,4 days,9360
6658,BQU292611,M,352.44,205,LBS,3 days,1505
6659,KDB821969,B,422.2,460,LBS,,4348
6660,RDP043039,B,594.76,435,FT,,7164
6661,XKZ856436,B,401.0,296,KG,,2117
6662,LZU046314,B,626.36,88,FT,,1846
6663,ECJ680745,M,205.95,16,FT,9 days,1501
6664,LLV378287,B,334.75,85,M,,6203
6665,BYF342512,M,527.46,308,EA,5 days,2725
6666,JSS613161,M,657.32,22,M,5 days,1482
6667,CNZ389312,M,987.73,409,M,7 days,9269
6668,PYT257352,M,715.77,166,KG,2 days,5949
6669,BDB725697,M,754.68,261,FT,5 days,7067
6670,CPE795084,M,167.37,110,M,15 days,8101
6671,LDZ194656,M,196.83,115,M,21 days,5094
6672,QRH059478,M,800.97,427,EA,9 days,8004
6673,GGJ487895,M,946.96,316,FT,23 days,1010
6674,HPM918508,M,613.57,488,KG,17 days,4865
6675,QNX609790,B,975.0,22,FT,,9282
6676,IJT675034,M,731.68,331,M,10 days,3075
6677,NRC553532,B,574.15,445,M,,2477
6678,KGO735162,B,213.91,170,EA,,2213
6679,JSB244545,M,82.06,397,EA,5 days,5013
6680,IUD482439,M,354.47,235,KG,10 days,996
6681,VXN348488,M,443.29,137,EA,5 days,1183
6682,WDN725510,B,778.36,207,KG,,3287
6683,YJB946152,M,827.76,154,M,21 days,9738
6684,ZRH023299,B,174.91,358,FT,,2626
6685,EMD892369,M,386.54,240,EA,20 days,4659
6686,CPO051345,B,191.05,407,KG,,5664
6687,NQP314991,B,595.61,348,KG,,2863
6688,AJM635940,B,981.35,238,EA,,8022
6689,WJQ063935,B,124.84,4,KG,,9428
6690,NFV560777,M,320.26,186,EA,26 days,2537
6691,VDU020435,M,157.53,134,FT,22 days,9767
6692,EFB228277,M,921.07,185,KG,28 days,6519
6693,KSC387647,B,395.77,69,LBS,,6640
6694,WYM523457,B,866.94,258,M,,5172
6695,MSQ563539,B,459.65,59,M,,3856
6696,TXF176573,B,82.38,116,EA,,5724
6697,CQG650429,M,327.51,156,EA,10 days,2800
6698,DHZ389710,B,800.82,391,FT,,2111
6699,TDQ174775,B,246.35,106,EA,,9575
6700,CMS053764,B,728.57,412,M,,4112
6701,VRZ897917,M,531.7,453,M,18 days,6289
6702,GUZ867143,B,322.35,137,KG,,2944
6703,HIJ725097,B,225.89,439,KG,,325
6704,SMP460937,B,689.83,417,M,,9351
6705,LZB861586,M,229.0,419,EA,22 days,4025
6706,ECT279262,M,375.12,397,LBS,10 days,9707
6707,AEU279410,M,859.35,99,M,23 days,3965
6708,HNM067288,M,406.77,375,FT,19 days,997
6709,OFH564132,M,50.82,155,KG,12 days,102
6710,CPV722514,M,480.98,479,EA,18 days,8862
6711,OFE394714,B,304.91,353,FT,,494
6712,ZTT779912,M,680.38,66,M,2 days,1339
6713,DKJ790058,M,866.26,188,FT,6 days,8029
6714,FYO025986,M,102.43,69,KG,1 days,9126
6715,EUM410693,B,102.54,88,EA,,3916
6716,XTA058390,B,762.87,484,EA,,2828
6717,MGD128888,B,205.06,227,M,,2447
6718,UXR733409,B,116.83,362,KG,,2010
6719,YTZ285947,B,986.66,53,M,,9371
6720,SQH516973,B,875.65,243,EA,,1550
6721,KVK613582,M,628.81,361,EA,27 days,41
6722,GQB682228,B,703.21,258,M,,6743
6723,JIX243702,M,999.97,387,KG,16 days,4358
6724,DFV395787,M,877.96,385,EA,10 days,5621
6725,HBA305791,M,420.65,290,LBS,10 days,5457
6726,UBG252806,B,871.64,219,EA,,573
6727,KYQ851699,M,977.56,494,M,12 days,7760
6728,PJP843638,M,809.67,36,KG,7 days,5349
6729,ZFZ098687,M,734.19,66,KG,27 days,3868
6730,XNO191827,M,863.82,408,KG,29 days,4048
6731,OOP398472,M,765.92,283,KG,23 days,9153
6732,UDY040107,M,664.29,433,LBS,9 days,4756
6733,NKP829160,B,348.71,444,KG,,1441
6734,JXP161699,M,828.5,62,M,7 days,6025
6735,QEH438795,M,665.95,194,FT,10 days,4966
6736,OAN570096,B,731.03,348,EA,,1736
6737,LLR186133,B,898.2,107,KG,,6731
6738,QFW439301,B,888.01,116,FT,,973
6739,QGE233160,M,306.29,342,FT,18 days,9668
6740,CNM397651,M,345.73,221,FT,21 days,4945
6741,GZJ556126,M,406.3,261,KG,9 days,4441
6742,LRC608851,B,450.54,269,FT,,27
6743,JZZ882493,M,574.67,131,LBS,7 days,8352
6744,YDA690850,B,400.34,175,FT,,7618
6745,BAH195036,B,337.29,387,LBS,,1518
6746,QEU688776,B,956.38,220,EA,,2706
6747,HZN702692,M,947.1,319,KG,6 days,7746
6748,CJJ953531,M,464.42,193,EA,19 days,9549
6749,OVR027205,B,127.5,494,LBS,,6259
6750,GEJ274869,M,395.37,141,FT,20 days,6316
6751,HJX093209,M,253.27,115,FT,22 days,2300
6752,VCB436469,B,723.77,9,KG,,7144
6753,LCC602936,M,778.86,50,FT,16 days,7627
6754,FSD915866,B,867.19,387,LBS,,9531
6755,IKT757756,B,776.84,124,LBS,,647
6756,FYK985108,B,294.58,116,EA,,6067
6757,SFP828732,B,85.65,179,LBS,,8889
6758,CBV469652,B,512.9,134,LBS,,4683
6759,TUW295098,B,270.48,84,M,,3356
6760,ZVY840700,B,80.78,368,M,,843
6761,ACL819805,B,931.74,40,LBS,,4536
6762,IKT180843,M,975.12,147,FT,21 days,5521
6763,MMM208170,B,625.06,431,FT,,4600
6764,UBH090510,M,13.71,42,KG,6 days,2671
6765,WPD150346,B,983.34,357,LBS,,2269
6766,KIN536952,M,855.08,369,EA,15 days,6018
6767,RBF228934,M,165.8,297,M,22 days,2947
6768,DYO310326,M,538.16,358,LBS,18 days,3605
6769,KHE171523,B,464.88,74,KG,,6704
6770,FIH656868,B,585.83,255,FT,,3910
6771,LQA447332,M,498.09,82,LBS,10 days,5740
6772,NAY369646,B,853.56,119,EA,,6198
6773,ZWK522517,B,652.03,432,M,,7298
6774,GWB892620,M,236.5,164,FT,18 days,6442
6775,EFQ641682,B,58.08,457,LBS,,5050
6776,FCJ009419,B,736.45,179,LBS,,5652
6777,XKZ099183,M,718.81,208,FT,22 days,8697
6778,NJP053697,B,527.26,479,KG,,7542
6779,UVE019456,M,403.71,173,LBS,2 days,5873
6780,FJW986335,B,426.92,255,M,,6747
6781,YXL673035,M,207.84,440,KG,30 days,3869
6782,NLF883582,B,548.97,436,M,,4862
6783,AAJ299987,M,505.48,240,M,12 days,2541
6784,WZK260420,B,916.54,56,EA,,6152
6785,SUT882818,M,889.11,63,FT,1 days,3704
6786,VGR851196,M,151.62,83,EA,7 days,3974
6787,GQN328705,M,468.42,304,M,5 days,7173
6788,VTO758775,B,427.39,167,FT,,6253
6789,FOV940979,M,50.39,351,EA,12 days,3479
6790,HTB108886,M,366.32,182,KG,18 days,5035
6791,EVK677147,M,47.5,113,LBS,9 days,7841
6792,UUW030234,M,706.21,310,LBS,16 days,8423
6793,LSG434311,B,105.56,288,FT,,9623
6794,PWX566510,B,198.83,1,EA,,1940
6795,THZ666069,B,141.53,64,M,,572
6796,RML765440,B,955.31,163,KG,,3232
6797,TGH670700,B,564.65,109,EA,,5094
6798,PMC651561,B,138.61,22,LBS,,1410
6799,OYF046975,B,940.42,3,KG,,8912
6800,KRW236126,B,993.04,29,LBS,,4381
6801,TVI875595,B,507.77,367,LBS,,8927
6802,UOC417765,B,365.62,91,FT,,6055
6803,WFG253313,B,160.6,27,EA,,7408
6804,XGG581635,B,802.8,279,LBS,,5946
6805,VXW156702,M,469.11,349,M,9 days,5481
6806,EUO078259,M,927.45,34,FT,9 days,7621
6807,GTL582199,M,118.51,277,EA,11 days,6779
6808,RTL577551,B,897.52,181,EA,,1362
6809,DQA207975,B,859.86,435,LBS,,8718
6810,IQE461769,B,509.56,369,FT,,4767
6811,LEV663681,B,73.65,387,LBS,,3910
6812,GOR210712,M,70.14,431,M,24 days,5271
6813,PVM827171,B,769.61,286,KG,,8198
6814,ZIJ040748,M,704.98,72,FT,20 days,8585
6815,CPJ429147,B,586.47,211,FT,,150
6816,AZK858533,B,925.84,480,FT,,4606
6817,XZM003918,B,714.74,39,M,,956
6818,DSC146574,B,701.86,206,EA,,9792
6819,IIT154789,M,692.19,62,LBS,20 days,2312
6820,BPH302037,M,207.35,454,KG,2 days,6488
6821,MZL329344,M,451.75,85,KG,25 days,8769
6822,WFA721744,B,755.15,401,LBS,,1876
6823,FCF925798,B,170.44,299,FT,,3818
6824,KSP432711,B,681.98,70,EA,,1676
6825,VCA944505,M,253.6,459,EA,5 days,5826
6826,EAL276400,B,663.89,192,KG,,7551
6827,XJT038749,B,219.94,365,KG,,4588
6828,RSH479952,M,164.72,487,FT,17 days,7025
6829,GWL955906,M,45.27,365,FT,13 days,2992
6830,WQB283360,M,607.93,98,EA,26 days,6455
